num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_length
2,Internet,RoundTrip,346,17,3,Sun,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,210,38,12,Mon,AKLKUL,Germany,1,1,1,8.83,0,long
1,Internet,RoundTrip,14,33,11,Mon,AKLKUL,"New Zealand",1,1,1,8.83,0,long
4,Internet,RoundTrip,258,38,23,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Mobile,RoundTrip,48,21,11,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,196,23,0,Thu,AKLKUL,"New Zealand",0,0,0,8.83,0,long
2,Internet,RoundTrip,78,36,2,Sun,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,23,33,9,Tue,AKLKUL,Malaysia,1,0,1,8.83,0,long
4,Internet,RoundTrip,281,17,0,Wed,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,229,17,8,Sat,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,88,18,7,Thu,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,192,17,1,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,172,23,14,Sun,AKLKUL,Malaysia,0,0,0,8.83,1,long
1,Internet,RoundTrip,30,63,2,Sun,AKLKUL,Malaysia,1,1,1,8.83,1,long
1,Internet,RoundTrip,154,24,6,Tue,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,12,35,15,Fri,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,35,22,7,Fri,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,201,75,10,Fri,AKLKUL,Italy,0,0,0,8.83,0,long
5,Internet,RoundTrip,373,19,15,Tue,AKLKUL,Malaysia,0,1,0,8.83,0,long
2,Mobile,RoundTrip,212,86,6,Tue,AKLKUL,"New Zealand",1,1,0,8.83,0,long
1,Internet,RoundTrip,32,18,4,Sat,AKLKUL,"New Zealand",0,0,1,8.83,0,long
2,Internet,RoundTrip,90,28,13,Wed,AKLKUL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,60,26,8,Fri,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,28,30,8,Fri,AKLKUL,Vietnam,1,1,0,8.83,0,long
1,Internet,RoundTrip,68,28,2,Thu,AKLKUL,"New Zealand",0,0,0,8.83,1,long
1,Internet,RoundTrip,238,130,17,Sat,AKLKUL,Malaysia,0,0,1,8.83,0,long
2,Internet,RoundTrip,78,142,5,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,259,25,8,Wed,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,84,17,23,Tue,AKLKUL,"New Zealand",1,0,0,8.83,0,long
3,Internet,RoundTrip,641,46,6,Sun,AKLKUL,Malaysia,1,0,1,8.83,1,long
2,Internet,RoundTrip,179,47,6,Sat,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,19,42,4,Fri,AKLKUL,Malaysia,1,0,0,8.83,0,long
3,Internet,RoundTrip,106,32,14,Tue,AKLKUL,Malaysia,0,0,0,8.83,1,long
1,Internet,RoundTrip,73,20,6,Wed,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,11,92,4,Wed,AKLKUL,"Saudi Arabia",0,0,0,8.83,0,long
1,Internet,RoundTrip,116,63,4,Wed,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,74,29,0,Fri,AKLKUL,Malaysia,1,1,1,8.83,0,long
1,Mobile,RoundTrip,61,31,1,Fri,AKLKUL,India,1,0,1,8.83,0,long
1,Internet,RoundTrip,8,20,8,Fri,AKLKUL,Malaysia,1,0,0,8.83,0,long
3,Internet,RoundTrip,233,21,12,Sat,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,20,17,20,Thu,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,256,43,15,Mon,AKLKUL,Malaysia,0,0,0,8.83,1,long
1,Internet,RoundTrip,27,29,8,Mon,AKLKUL,Malaysia,1,1,1,8.83,0,long
2,Internet,RoundTrip,102,175,16,Sat,AKLKUL,"United Kingdom",1,0,1,8.83,0,long
1,Internet,RoundTrip,212,19,3,Thu,AKLKUL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,87,17,15,Tue,AKLKUL,"United Kingdom",0,0,0,8.83,0,long
1,Mobile,RoundTrip,180,56,7,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,64,17,9,Thu,AKLKUL,Malaysia,1,1,0,8.83,1,long
1,Internet,RoundTrip,165,87,4,Sat,AKLKUL,Malaysia,0,1,0,8.83,0,long
2,Internet,RoundTrip,82,73,0,Sat,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,4,85,3,Tue,AKLKUL,Malaysia,1,1,1,8.83,0,long
2,Internet,RoundTrip,110,29,11,Wed,AKLKUL,"New Zealand",1,0,1,8.83,0,long
4,Internet,RoundTrip,232,19,8,Tue,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,4,19,13,Sat,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Mobile,RoundTrip,27,90,6,Sat,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,166,21,22,Fri,AKLKUL,"New Zealand",1,0,1,8.83,0,long
4,Internet,RoundTrip,423,22,13,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,310,22,10,Sun,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,276,33,6,Mon,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,15,40,1,Thu,AKLKUL,Malaysia,1,0,1,8.83,0,long
8,Internet,RoundTrip,110,17,3,Sun,AKLKUL,Malaysia,1,1,0,8.83,1,long
1,Internet,RoundTrip,181,18,21,Sun,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Mobile,RoundTrip,67,17,12,Mon,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,38,32,0,Sun,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,294,22,14,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,115,36,6,Wed,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,255,17,2,Sat,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,188,19,16,Sun,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,165,17,9,Wed,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Mobile,RoundTrip,150,22,4,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,48,17,3,Sat,AKLKUL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,15,62,4,Sun,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,109,20,5,Tue,AKLKUL,Singapore,1,0,1,8.83,0,long
3,Mobile,RoundTrip,412,21,11,Sun,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,274,29,8,Thu,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,37,18,14,Mon,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,62,17,9,Mon,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,158,35,20,Tue,AKLKUL,Singapore,1,0,1,8.83,0,long
1,Internet,RoundTrip,31,22,1,Fri,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,269,49,12,Mon,AKLKUL,Malaysia,0,0,1,8.83,0,long
1,Internet,RoundTrip,388,22,2,Mon,AKLKUL,Malaysia,0,0,0,8.83,0,long
5,Internet,RoundTrip,231,17,16,Tue,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,90,20,5,Fri,AKLKUL,"New Zealand",1,1,1,8.83,0,long
4,Internet,RoundTrip,335,49,3,Wed,AKLKUL,"New Zealand",0,0,0,8.83,0,long
2,Internet,RoundTrip,322,17,15,Sat,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,288,56,9,Mon,AKLKUL,Malaysia,1,1,1,8.83,1,long
2,Internet,RoundTrip,238,17,14,Sat,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,55,21,12,Mon,AKLKUL,Malaysia,1,0,0,8.83,1,long
2,Internet,RoundTrip,203,36,22,Tue,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,146,38,2,Mon,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,123,30,7,Mon,AKLKUL,"New Zealand",1,1,0,8.83,0,long
1,Internet,RoundTrip,22,23,3,Thu,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,21,42,19,Sat,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Mobile,RoundTrip,33,47,12,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,179,21,11,Tue,AKLKUL,"New Zealand",1,0,0,8.83,1,long
2,Mobile,RoundTrip,124,17,8,Sun,AKLKUL,"New Zealand",0,0,0,8.83,0,long
2,Internet,RoundTrip,162,18,7,Tue,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,12,28,8,Wed,AKLKUL,Malaysia,1,0,0,8.83,1,long
2,Internet,RoundTrip,294,40,10,Sat,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,116,86,5,Wed,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,71,19,1,Thu,AKLKUL,Malaysia,1,1,0,8.83,0,long
2,Internet,RoundTrip,30,22,5,Wed,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,120,19,19,Sat,AKLKUL,"United Kingdom",0,0,0,8.83,0,long
2,Internet,RoundTrip,305,30,15,Fri,AKLKUL,China,1,1,1,8.83,0,long
1,Internet,RoundTrip,322,106,10,Wed,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,198,32,4,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,172,64,12,Fri,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,26,90,15,Sun,AKLKUL,Malaysia,1,0,0,8.83,1,long
4,Internet,RoundTrip,417,17,9,Sun,AKLKUL,"New Zealand",1,1,0,8.83,0,long
1,Internet,RoundTrip,71,130,10,Sat,AKLKUL,"New Zealand",1,0,0,8.83,0,long
3,Internet,RoundTrip,97,32,2,Sun,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,406,37,9,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,21,1,9,Fri,AKLKUL,"New Zealand",0,0,0,8.83,0,long
3,Internet,RoundTrip,180,71,8,Sat,AKLKUL,"New Zealand",1,1,1,8.83,0,long
1,Internet,RoundTrip,29,304,13,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Mobile,RoundTrip,35,31,5,Tue,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,24,90,14,Sun,AKLKUL,Cambodia,1,0,0,8.83,0,long
1,Internet,RoundTrip,278,24,6,Wed,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,333,17,15,Mon,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,53,28,4,Mon,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,412,17,9,Tue,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,85,20,22,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,110,23,9,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,320,22,20,Sun,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,141,25,22,Tue,AKLKUL,"New Zealand",1,1,0,8.83,0,long
2,Internet,RoundTrip,270,42,15,Fri,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,76,17,0,Sun,AKLKUL,"New Zealand",0,0,0,8.83,1,long
2,Internet,RoundTrip,349,19,14,Mon,AKLKUL,Malaysia,0,1,1,8.83,0,long
1,Internet,RoundTrip,19,25,12,Wed,AKLKUL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,120,22,7,Sun,AKLKUL,Malaysia,0,1,0,8.83,0,long
2,Internet,RoundTrip,84,23,9,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,25,186,7,Wed,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,104,41,22,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,205,93,9,Mon,AKLKUL,"New Zealand",1,1,1,8.83,0,long
1,Internet,RoundTrip,52,25,10,Mon,AKLKUL,Malaysia,1,1,0,8.83,0,long
2,Internet,RoundTrip,139,23,1,Fri,AKLKUL,Malaysia,0,0,0,8.83,1,long
2,Internet,RoundTrip,243,27,16,Mon,AKLKUL,Malaysia,1,1,1,8.83,1,long
2,Internet,RoundTrip,269,30,21,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,165,24,12,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,21,24,6,Mon,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,173,37,5,Wed,AKLKUL,"New Zealand",1,0,0,8.83,0,long
5,Mobile,RoundTrip,37,43,7,Mon,AKLKUL,Ireland,1,1,1,8.83,0,long
2,Internet,RoundTrip,154,36,7,Sat,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,168,23,7,Fri,AKLKUL,Malaysia,1,1,1,8.83,0,long
2,Internet,RoundTrip,241,25,23,Sun,AKLKUL,Netherlands,0,0,0,8.83,0,long
2,Internet,RoundTrip,118,21,13,Mon,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,182,21,13,Sun,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,62,116,3,Sat,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,263,25,9,Thu,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,384,18,1,Thu,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,134,27,18,Mon,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,144,35,7,Fri,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,221,24,9,Wed,AKLKUL,Malaysia,1,0,1,8.83,1,long
2,Internet,RoundTrip,193,43,20,Tue,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,58,101,7,Sun,AKLKUL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,49,61,21,Fri,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,43,35,10,Sun,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,247,21,15,Wed,AKLKUL,Singapore,1,0,1,8.83,1,long
1,Internet,RoundTrip,63,21,23,Sat,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,101,22,9,Sat,AKLKUL,Malaysia,1,0,1,8.83,0,long
3,Internet,RoundTrip,305,21,15,Tue,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,186,42,3,Fri,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,33,19,16,Fri,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,382,24,9,Tue,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,296,17,13,Tue,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,361,59,10,Mon,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,69,18,18,Sat,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,67,19,0,Mon,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,226,223,2,Mon,AKLKUL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,115,37,7,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,40,130,9,Sat,AKLKUL,Poland,1,0,0,8.83,0,long
1,Internet,RoundTrip,198,36,4,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,133,20,8,Sun,AKLKUL,"New Zealand",1,1,1,8.83,0,long
2,Internet,RoundTrip,135,17,2,Wed,AKLKUL,Malaysia,1,1,1,8.83,1,long
3,Internet,RoundTrip,210,18,2,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,115,17,8,Sat,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,61,415,6,Fri,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,85,23,11,Mon,AKLKUL,Malaysia,0,0,0,8.83,0,long
2,Internet,RoundTrip,236,21,18,Wed,AKLKUL,Germany,0,0,0,8.83,0,long
1,Internet,RoundTrip,106,31,22,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,35,60,15,Fri,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,26,29,16,Fri,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,54,17,13,Sun,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,40,18,10,Sat,AKLKUL,Malaysia,1,1,0,8.83,0,long
4,Mobile,RoundTrip,348,17,7,Wed,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,271,312,9,Wed,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,179,23,10,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,248,56,6,Thu,AKLKUL,"New Zealand",0,0,0,8.83,0,long
2,Internet,RoundTrip,45,143,0,Tue,AKLKUL,Malaysia,1,0,1,8.83,0,long
3,Internet,RoundTrip,284,56,21,Fri,AKLKUL,Belgium,1,0,0,8.83,0,long
2,Internet,RoundTrip,204,32,19,Wed,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,86,81,9,Fri,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,82,22,2,Wed,AKLKUL,Malaysia,1,1,0,8.83,1,long
2,Internet,RoundTrip,200,56,11,Sun,AKLKUL,"New Zealand",1,1,1,8.83,0,long
1,Internet,RoundTrip,137,42,0,Fri,AKLKUL,"New Zealand",1,1,0,8.83,0,long
1,Internet,RoundTrip,100,42,17,Sun,AKLKUL,Malaysia,0,0,0,8.83,1,long
1,Mobile,RoundTrip,33,37,6,Sun,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,245,17,9,Mon,AKLKUL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,168,62,3,Sat,AKLKUL,"New Zealand",1,1,0,8.83,0,long
5,Internet,RoundTrip,36,20,4,Tue,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,316,42,2,Fri,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,90,22,5,Sat,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,266,19,14,Sun,AKLKUL,Malaysia,0,0,0,8.83,1,long
1,Internet,RoundTrip,74,86,3,Fri,AKLKUL,Malaysia,1,1,1,8.83,1,long
1,Internet,RoundTrip,36,19,5,Sat,AKLKUL,Malaysia,0,0,0,8.83,1,long
5,Internet,RoundTrip,38,26,7,Thu,AKLKUL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,62,47,10,Wed,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,230,39,0,Wed,AKLKUL,Malaysia,1,1,1,8.83,0,long
2,Internet,RoundTrip,83,35,13,Tue,AKLKUL,Malaysia,1,1,1,8.83,1,long
4,Internet,RoundTrip,227,20,16,Fri,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,77,26,13,Tue,AKLKUL,Malaysia,1,1,1,8.83,0,long
4,Internet,RoundTrip,72,24,3,Thu,AKLKUL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,34,144,2,Fri,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,157,37,7,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,167,32,16,Sun,AKLKUL,Malaysia,0,0,0,8.83,1,long
2,Internet,RoundTrip,103,17,3,Sun,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,16,84,14,Sun,AKLKUL,"United Kingdom",0,0,0,8.83,0,long
1,Internet,RoundTrip,388,22,7,Tue,AKLKUL,Malaysia,1,0,0,8.83,1,long
5,Internet,RoundTrip,128,23,23,Tue,AKLKUL,"New Zealand",1,0,0,8.83,0,long
7,Internet,RoundTrip,97,17,16,Fri,AKLKUL,"United Kingdom",1,1,0,8.83,1,long
1,Internet,RoundTrip,364,24,0,Wed,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,152,26,5,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,242,17,1,Mon,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,35,19,8,Mon,AKLKUL,Malaysia,1,0,1,8.83,0,long
3,Internet,RoundTrip,278,35,5,Thu,AKLKUL,"New Zealand",0,0,1,8.83,0,long
1,Internet,RoundTrip,13,91,6,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,93,91,7,Mon,AKLKUL,"New Zealand",1,1,1,8.83,1,long
2,Internet,RoundTrip,164,50,12,Sun,AKLKUL,Germany,1,1,0,8.83,0,long
1,Internet,RoundTrip,296,33,9,Mon,AKLKUL,"New Zealand",0,0,0,8.83,0,long
1,Internet,RoundTrip,119,134,17,Sun,AKLKUL,Malaysia,1,0,0,8.83,1,long
2,Internet,RoundTrip,234,23,9,Wed,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,45,27,12,Sat,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,23,18,11,Wed,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,38,135,13,Fri,AKLKUL,France,0,0,0,8.83,0,long
2,Internet,RoundTrip,227,22,12,Sat,AKLKUL,Malaysia,1,0,1,8.83,1,long
1,Internet,RoundTrip,59,36,10,Fri,AKLKUL,"New Zealand",1,1,1,8.83,1,long
1,Internet,RoundTrip,133,130,2,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
2,Internet,RoundTrip,47,21,2,Wed,AKLKUL,Malaysia,1,1,0,8.83,1,long
3,Internet,RoundTrip,1,26,2,Wed,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,352,29,4,Wed,AKLKUL,Malaysia,1,1,1,8.83,1,long
1,Internet,RoundTrip,7,78,9,Fri,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,112,18,12,Sat,AKLKUL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,85,33,17,Sun,AKLKUL,Oman,1,0,1,8.83,0,long
1,Internet,RoundTrip,8,19,9,Thu,AKLKUL,"New Zealand",0,0,1,8.83,1,long
1,Internet,RoundTrip,56,17,8,Fri,AKLKUL,Malaysia,1,0,0,8.83,1,long
4,Internet,RoundTrip,349,19,14,Mon,AKLKUL,Malaysia,0,0,1,8.83,0,long
1,Internet,RoundTrip,308,29,16,Tue,AKLKUL,Malaysia,1,0,1,8.83,1,long
2,Internet,RoundTrip,383,20,6,Sun,AKLKUL,Malaysia,1,1,1,8.83,1,long
3,Internet,RoundTrip,89,17,14,Tue,AKLKUL,"United Kingdom",0,0,1,8.83,0,long
1,Internet,RoundTrip,69,34,9,Mon,AKLKUL,Malaysia,0,0,1,8.83,0,long
1,Internet,RoundTrip,30,41,12,Wed,AKLKUL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,24,181,1,Tue,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,370,21,9,Sun,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Mobile,RoundTrip,68,20,0,Sat,AKLKUL,"New Zealand",1,1,0,8.83,0,long
1,Internet,RoundTrip,6,45,12,Wed,AKLKUL,Malaysia,1,0,1,8.83,0,long
4,Internet,RoundTrip,110,19,13,Wed,AKLKUL,Malaysia,1,0,1,8.83,0,long
3,Internet,RoundTrip,155,17,6,Tue,AKLKUL,"New Zealand",0,0,0,8.83,0,long
2,Internet,RoundTrip,2,24,7,Thu,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Mobile,RoundTrip,113,28,8,Sun,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Mobile,RoundTrip,2,29,3,Sun,AKLKUL,Philippines,1,0,0,8.83,0,long
1,Internet,RoundTrip,79,43,6,Fri,AKLKUL,Malaysia,1,1,1,8.83,1,long
2,Internet,RoundTrip,409,18,4,Sun,AKLKUL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,43,19,8,Mon,AKLKUL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,30,117,9,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,115,45,13,Fri,AKLKUL,Malaysia,1,0,0,8.83,1,long
2,Internet,RoundTrip,75,18,8,Sat,AKLKUL,"United Kingdom",1,1,1,8.83,0,long
1,Internet,RoundTrip,279,18,7,Tue,AKLKUL,Malaysia,1,1,0,8.83,0,long
1,Internet,RoundTrip,55,20,6,Tue,AKLKUL,"United States",0,0,0,8.83,1,long
1,Internet,RoundTrip,71,31,12,Fri,AKLKUL,France,0,0,1,8.83,1,long
1,Internet,RoundTrip,34,30,15,Fri,AKLKUL,Indonesia,1,0,1,8.83,0,long
1,Internet,RoundTrip,166,91,2,Fri,AKLKUL,"New Zealand",1,0,1,8.83,0,long
2,Internet,RoundTrip,36,38,8,Fri,AKLKUL,Thailand,1,0,0,8.83,0,long
1,Internet,RoundTrip,89,29,9,Sun,AKLKUL,"New Zealand",1,0,0,8.83,0,long
1,Internet,RoundTrip,174,84,11,Tue,AKLKUL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,55,73,8,Fri,AKLKUL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,88,18,4,Mon,AKLKUL,"New Zealand",0,0,0,8.83,0,long
